school_id,month,infrastructure_deficit_pct,electricity_availability,drinking_water_availability,functional_toilet_availability,boundary_wall_availability,playground_availability,infrastructure_records,school_name,district,block,total_enrolled_students,school_type,medium
SCH0017,2025-12,60.0,0.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2026-03,50.0,100.0,100.0,0.0,,0.0,1,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0018,2025-03,60.0,0.0,100.0,0.0,0.0,100.0,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-04,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-09,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-11,40.0,50.0,50.0,100.0,50.0,50.0,2,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2026-01,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2026-03,40.0,0.0,100.0,100.0,0.0,100.0,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0019,2025-04,20.0,100.0,0.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2025-05,22.5,100.0,100.0,100.0,0.0,100.0,2,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2025-06,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2025-07,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2026-01,0.0,100.0,100.0,100.0,,100.0,1,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2026-03,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0020,2025-02,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-07,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-11,30.0,50.0,100.0,50.0,50.0,100.0,2,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0021,2025-07,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-09,50.0,0.0,100.0,100.0,0.0,,1,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0022,2025-04,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2025-11,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2026-02,26.666666666666668,66.66666666666666,66.66666666666666,100.0,66.66666666666666,66.66666666666666,3,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2026-03,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0023,2025-05,20.0,100.0,100.0,100.0,0.0,50.0,2,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
SCH0023,2025-08,22.5,100.0,100.0,100.0,50.0,50.0,2,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
SCH0024,2025-04,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2025-05,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2025-07,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2025-09,55.0,100.0,0.0,100.0,0.0,0.0,2,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2025-10,40.0,50.0,100.0,50.0,50.0,50.0,2,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2025-11,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2025-12,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2026-01,25.0,100.0,100.0,,100.0,0.0,1,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0024,2026-03,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi
SCH0025,2025-05,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Elementary School Tella,Ludhiana,Ludhiana-I,425,Upper Primary,Punjabi
SCH0025,2025-07,40.0,0.0,100.0,0.0,100.0,100.0,1,Govt. Elementary School Tella,Ludhiana,Ludhiana-I,425,Upper Primary,Punjabi
SCH0025,2025-09,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Tella,Ludhiana,Ludhiana-I,425,Upper Primary,Punjabi
SCH0025,2026-01,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Tella,Ludhiana,Ludhiana-I,425,Upper Primary,Punjabi
SCH0026,2025-04,0.0,100.0,100.0,100.0,100.0,,1,Govt. Elementary School Narayan,Unknown,Ludhiana-II,234,Higher Secondary,Hindi
SCH0026,2025-07,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Narayan,Unknown,Ludhiana-II,234,Higher Secondary,Hindi
SCH0026,2025-10,21.666666666666668,50.0,100.0,66.66666666666666,100.0,66.66666666666666,3,Govt. Elementary School Narayan,Unknown,Ludhiana-II,234,Higher Secondary,Hindi
SCH0026,2025-12,20.0,100.0,0.0,100.0,100.0,100.0,1,Govt. Elementary School Narayan,Unknown,Ludhiana-II,234,Higher Secondary,Hindi
SCH0026,2026-01,25.0,100.0,,100.0,100.0,0.0,1,Govt. Elementary School Narayan,Unknown,Ludhiana-II,234,Higher Secondary,Hindi
SCH0026,2026-03,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Narayan,Unknown,Ludhiana-II,234,Higher Secondary,Hindi
SCH0027,2025-10,100.0,0.0,0.0,,0.0,0.0,1,Govt. Primary School Lal,Sangrur,Sunam,137,Primary,Punjabi
SCH0027,2025-11,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Lal,Sangrur,Sunam,137,Primary,Punjabi
SCH0027,2026-03,25.0,100.0,100.0,100.0,0.0,,1,Govt. Primary School Lal,Sangrur,Sunam,137,Primary,Punjabi
SCH0028,2025-05,0.0,100.0,100.0,100.0,100.0,100.0,2,Govt. Primary School Sengupta,Ludhiana,Machhiwara,297,Upper Primary,Punjabi
SCH0028,2025-11,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Sengupta,Ludhiana,Machhiwara,297,Upper Primary,Punjabi
SCH0028,2025-12,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Sengupta,Ludhiana,Machhiwara,297,Upper Primary,Punjabi
SCH0028,2026-02,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Primary School Sengupta,Ludhiana,Machhiwara,297,Upper Primary,Punjabi
SCH0028,2026-03,30.0,100.0,50.0,100.0,50.0,50.0,2,Govt. Primary School Sengupta,Ludhiana,Machhiwara,297,Upper Primary,Punjabi
SCH0029,2025-04,20.0,100.0,100.0,50.0,100.0,50.0,2,Govt. Primary School Lad,Amritsar,Amritsar-II,246,Upper Primary,Punjabi
SCH0029,2025-05,20.0,100.0,0.0,100.0,100.0,100.0,1,Govt. Primary School Lad,Amritsar,Amritsar-II,246,Upper Primary,Punjabi
SCH0029,2025-07,30.0,50.0,100.0,100.0,50.0,50.0,2,Govt. Primary School Lad,Amritsar,Amritsar-II,246,Upper Primary,Punjabi
SCH0029,2025-11,20.0,100.0,0.0,100.0,100.0,100.0,1,Govt. Primary School Lad,Amritsar,Amritsar-II,246,Upper Primary,Punjabi
SCH0029,2026-01,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Lad,Amritsar,Amritsar-II,246,Upper Primary,Punjabi
SCH0030,2025-04,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Kar,Moga,Bagha Purana,144,Secondary,English
SCH0030,2025-07,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Kar,Moga,Bagha Purana,144,Secondary,English
SCH0030,2025-12,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Kar,Moga,Bagha Purana,144,Secondary,English
SCH0030,2026-01,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Kar,Moga,Bagha Purana,144,Secondary,English
SCH0030,2026-03,50.0,,0.0,100.0,100.0,0.0,1,Govt. Elementary School Kar,Moga,Bagha Purana,144,Secondary,English
SCH0031,2025-03,25.0,100.0,100.0,,0.0,100.0,1,Govt. Primary School Mohanty,Sangrur,Unknown,424,Primary,Hindi
SCH0031,2025-05,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Primary School Mohanty,Sangrur,Unknown,424,Primary,Hindi
SCH0031,2025-09,40.0,100.0,0.0,100.0,100.0,0.0,1,Govt. Primary School Mohanty,Sangrur,Unknown,424,Primary,Hindi
SCH0031,2026-01,60.0,100.0,0.0,100.0,0.0,0.0,1,Govt. Primary School Mohanty,Sangrur,Unknown,424,Primary,Hindi
SCH0032,2025-04,33.33333333333333,100.0,0.0,,,100.0,1,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi
SCH0032,2025-05,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi
SCH0032,2025-06,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi
SCH0032,2025-07,50.0,0.0,100.0,,100.0,0.0,1,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi
SCH0032,2025-08,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi
SCH0032,2025-11,40.0,100.0,0.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi
SCH0032,2026-03,30.0,100.0,50.0,50.0,100.0,50.0,2,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi
SCH0033,2025-05,33.333333333333336,66.66666666666666,100.0,66.66666666666666,66.66666666666666,33.33333333333333,3,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi
SCH0033,2025-06,75.0,0.0,,0.0,0.0,100.0,1,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi
SCH0033,2025-07,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi
SCH0033,2025-08,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi
SCH0033,2025-12,0.0,,100.0,100.0,100.0,100.0,1,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi
SCH0033,2026-01,80.0,0.0,0.0,100.0,0.0,0.0,1,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi
SCH0033,2026-03,8.333333333333334,100.0,100.0,100.0,100.0,66.66666666666666,3,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi
SCH0034,2025-12,25.0,100.0,100.0,100.0,,0.0,1,Govt. Senior Secondary School Kumar,Bathinda,Bathinda,94,Upper Primary,Hindi
SCH0034,2026-03,30.0,100.0,100.0,100.0,50.0,0.0,2,Govt. Senior Secondary School Kumar,Bathinda,Bathinda,94,Upper Primary,Hindi
SCH0035,2025-08,10.0,100.0,50.0,100.0,100.0,100.0,2,Govt. Elementary School Setty,Bathinda,Talwandi Sabo,168,Primary,Punjabi
SCH0035,2025-09,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Setty,Bathinda,Talwandi Sabo,168,Primary,Punjabi
SCH0035,2026-01,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Setty,Bathinda,Talwandi Sabo,168,Primary,Punjabi
SCH0035,2026-02,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Setty,Bathinda,Talwandi Sabo,168,Primary,Punjabi
SCH0035,2026-03,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Setty,Bathinda,Talwandi Sabo,168,Primary,Punjabi
SCH0036,2025-01,25.0,100.0,,0.0,100.0,100.0,1,Govt. Elementary School Solanki,Ludhiana,Doraha,434,Secondary,Punjabi
SCH0036,2025-04,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Solanki,Ludhiana,Doraha,434,Secondary,Punjabi
SCH0036,2025-08,25.0,,100.0,100.0,0.0,100.0,1,Govt. Elementary School Solanki,Ludhiana,Doraha,434,Secondary,Punjabi
SCH0036,2025-11,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Solanki,Ludhiana,Doraha,434,Secondary,Punjabi
SCH0037,2025-04,40.0,100.0,50.0,50.0,50.0,50.0,2,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi
SCH0037,2025-06,30.0,100.0,100.0,50.0,100.0,0.0,2,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi
SCH0037,2025-07,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi
SCH0037,2025-08,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi
SCH0037,2025-09,30.0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,3,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi
SCH0037,2025-11,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi
SCH0037,2026-02,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi
SCH0038,2025-01,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Mandal,Ferozepur,Zira,61,Primary,Punjabi
SCH0038,2025-10,60.0,100.0,0.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Mandal,Ferozepur,Zira,61,Primary,Punjabi
SCH0039,2025-06,75.0,,100.0,0.0,0.0,0.0,1,Govt. Senior Secondary School Baral,Moga,Nihal Singh Wala,357,Upper Primary,Punjabi
SCH0039,2026-01,35.0,0.0,100.0,100.0,50.0,50.0,2,Govt. Senior Secondary School Baral,Moga,Nihal Singh Wala,357,Upper Primary,Punjabi
SCH0039,2026-02,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Senior Secondary School Baral,Moga,Nihal Singh Wala,357,Upper Primary,Punjabi
SCH0040,2025-05,25.0,0.0,100.0,100.0,100.0,,1,Govt. Primary School Gole,Jalandhar,Nakodar,440,Upper Primary,Punjabi
SCH0040,2025-07,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Primary School Gole,Jalandhar,Nakodar,440,Upper Primary,Punjabi
SCH0040,2025-08,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Gole,Jalandhar,Nakodar,440,Upper Primary,Punjabi
SCH0040,2025-09,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Gole,Jalandhar,Nakodar,440,Upper Primary,Punjabi
SCH0040,2025-12,60.0,0.0,0.0,100.0,0.0,100.0,1,Govt. Primary School Gole,Jalandhar,Nakodar,440,Upper Primary,Punjabi
SCH0040,2026-02,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Gole,Jalandhar,Nakodar,440,Upper Primary,Punjabi
SCH0041,2025-04,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Kuruvilla,Sangrur,Sunam,142,Higher Secondary,Hindi
SCH0041,2025-05,60.0,0.0,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Kuruvilla,Sangrur,Sunam,142,Higher Secondary,Hindi
SCH0041,2025-07,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Senior Secondary School Kuruvilla,Sangrur,Sunam,142,Higher Secondary,Hindi
SCH0041,2026-02,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Kuruvilla,Sangrur,Sunam,142,Higher Secondary,Hindi
SCH0041,2026-03,20.0,100.0,100.0,100.0,50.0,50.0,2,Govt. Senior Secondary School Kuruvilla,Sangrur,Sunam,142,Higher Secondary,Hindi
SCH0042,2025-07,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Bhatnagar,Ferozepur,Makhu,182,Secondary,Hindi
SCH0042,2025-09,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Bhatnagar,Ferozepur,Makhu,182,Secondary,Hindi
SCH0042,2025-12,10.0,100.0,100.0,100.0,50.0,100.0,2,Govt. Elementary School Bhatnagar,Ferozepur,Makhu,182,Secondary,Hindi
SCH0042,2026-03,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Elementary School Bhatnagar,Ferozepur,Makhu,182,Secondary,Hindi
SCH0042,2026-07,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Elementary School Bhatnagar,Ferozepur,Makhu,182,Secondary,Hindi
SCH0043,2025-04,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Middle School Sachar,Moga,Unknown,99,Secondary,Hindi
SCH0043,2025-09,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Middle School Sachar,Moga,Unknown,99,Secondary,Hindi
