school_id,month,total_students_observed,total_students_present,avg_attendance_rate,impossible_attendance_records,proxy_attendance_records,attendance_records,attendance_rate,proxy_attendance_rate,school_name,district,block,total_enrolled_students,school_type,medium
SCH0009,2025-06,526,366,69.12202380952382,0,0,2,69.58174904942965,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-07,250,232,86.46681352360886,0,0,2,92.80000000000001,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-10,630,517,78.49556390203188,1,0,4,82.06349206349206,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-11,361,298,84.17748917748918,0,0,2,82.54847645429363,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-12,282,224,75.30253769687367,0,0,3,79.43262411347519,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-01,204,122,59.80392156862745,0,0,1,59.80392156862745,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-02,189,175,92.5925925925926,0,0,1,92.5925925925926,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-04,148,93,62.83783783783784,0,0,1,62.83783783783784,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-05,126,85,67.46031746031747,0,0,1,67.46031746031747,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-08,241,176,73.02904564315352,0,0,1,73.02904564315352,0.0,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0010,2025-04,747,629,83.72423032794049,0,0,4,84.20348058902276,0.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-05,805,664,84.06603914761398,1,0,6,82.48447204968944,0.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-06,107,92,85.98130841121495,0,0,1,85.98130841121495,0.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-07,168,157,92.46575342465754,0,1,2,93.45238095238095,50.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-08,1039,881,86.74608778889606,1,2,8,84.79307025986526,25.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-09,269,269,100.0,0,1,1,100.0,100.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-10,216,163,75.46296296296296,0,0,1,75.46296296296296,0.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-11,284,240,84.70117529382345,0,0,2,84.50704225352112,0.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2026-01,1318,1081,81.7953746372103,0,1,7,82.01820940819424,14.285714285714285,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2026-02,84,84,100.0,0,1,1,100.0,100.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2026-03,315,302,95.838810384489,0,0,2,95.87301587301587,0.0,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0011,2025-04,1191,911,76.8637088807872,0,0,7,76.49034424853065,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-05,90,81,90.0,0,0,1,90.0,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-06,700,576,77.96872867331808,0,0,4,82.28571428571428,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-07,1010,781,78.0473381600142,0,1,6,77.32673267326733,16.666666666666664,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-08,662,565,83.55980056395836,0,0,4,85.3474320241692,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-09,455,386,84.86837018710375,0,0,2,84.83516483516483,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-10,439,362,79.91126339834827,0,0,2,82.46013667425967,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-11,770,737,96.08252642237834,1,1,4,95.71428571428572,25.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-12,0,0,,1,0,1,,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2026-01,318,289,83.06277056277057,0,0,2,90.88050314465409,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2026-03,57,52,91.2280701754386,0,0,1,91.22807017543859,0.0,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0012,2025-01,116,108,93.10344827586206,0,0,1,93.10344827586206,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-04,66,64,96.96969696969695,0,0,1,96.96969696969697,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-05,869,697,81.74770914798088,0,0,4,80.20713463751439,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-06,78,47,60.256410256410255,0,0,1,60.256410256410255,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-07,368,360,98.34024896265561,0,1,2,97.82608695652173,50.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-08,513,384,72.55243171109427,0,0,3,74.85380116959064,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-09,498,469,92.249473854622,0,0,3,94.17670682730925,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-10,728,631,87.91593093065185,0,1,5,86.67582417582418,20.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-11,862,757,87.48928250298083,0,1,4,87.81902552204176,25.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-12,510,426,86.6248484805186,0,0,3,83.52941176470588,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-01,1135,1041,91.96542529202449,0,0,5,91.71806167400881,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-02,112,84,75.0,0,0,1,75.0,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-03,592,527,88.81440781440783,0,0,3,89.02027027027027,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-07,137,113,82.48175182481752,0,0,1,82.48175182481752,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-08,107,76,71.02803738317756,0,0,1,71.02803738317756,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-11,218,141,64.6788990825688,0,0,1,64.6788990825688,0.0,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0013,2025-01,170,119,70.0,0,0,1,70.0,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-04,1104,970,87.57499874236525,0,1,6,87.86231884057972,16.666666666666664,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-05,500,447,90.7119601588064,0,0,3,89.4,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-06,229,168,73.36244541484717,0,0,1,73.36244541484717,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-07,183,168,91.8032786885246,0,0,1,91.80327868852459,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-08,1086,857,78.09861453793013,0,0,6,78.91344383057091,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-11,324,267,83.71428571428572,0,0,2,82.4074074074074,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-12,257,174,67.70428015564202,0,0,1,67.70428015564202,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2026-01,485,433,89.93360307085796,0,0,3,89.27835051546393,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2026-02,379,305,79.72386587771203,0,0,2,80.47493403693932,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2026-03,259,187,72.2007722007722,0,0,1,72.2007722007722,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2026-09,426,344,81.10300800212799,0,0,2,80.75117370892019,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2026-11,188,160,85.1063829787234,0,0,1,85.1063829787234,0.0,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0014,2025-02,209,163,77.99043062200957,0,0,1,77.99043062200957,0.0,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-03,0,0,,1,0,1,,0.0,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-04,558,443,72.9935171427242,0,0,3,79.39068100358423,0.0,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-06,389,344,87.78201140010185,0,0,3,88.4318766066838,0.0,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-07,721,562,77.97762318127984,0,0,3,77.94729542302358,0.0,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-08,237,165,71.05888342100798,0,0,2,69.62025316455697,0.0,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
