school_id,month,total_mdm_quantity_kg,total_mdm_cost,procurement_records,unique_vendors,school_name,district,block,total_enrolled_students,school_type,medium
SCH0006,2026-02,13600.0,1272.0,2,2,Govt. Primary School Bahri,Moga,Moga-II,400,Upper Primary,Punjabi
SCH0006,2026-03,37500.0,1125.0,1,1,Govt. Primary School Bahri,Moga,Moga-II,400,Upper Primary,Punjabi
SCH0007,2025-04,97.7,6363.0,3,3,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-05,62.916,9648.0,3,3,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-06,47.715999999999994,9708.0,2,2,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-07,36.3,8886.0,3,3,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-08,1.48,6782.0,3,3,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-09,15316.8,2124.0,2,1,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-10,36.8,2192.0,2,2,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-11,55767.07,20382.0,6,3,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2025-12,116831.3,10376.0,4,3,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0007,2026-02,0.61,915.0,1,1,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English
SCH0008,2025-04,0.0,1263.0,1,1,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2025-06,18551.3,3717.0,2,2,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2025-07,22900.0,2748.0,1,1,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2025-08,100.7,5120.0,3,3,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2025-09,37.348,8304.0,3,3,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2025-10,54.698,10909.0,4,2,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2025-12,30.8,3696.0,1,1,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2026-01,94.6,11361.0,4,2,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2026-02,27.8,3336.0,1,1,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0008,2026-03,68800.382,7628.0,3,3,Govt. Middle School Sibal,Amritsar,Amritsar-II,313,Upper Primary,Hindi
SCH0009,2025-04,22.3,669.0,1,1,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-05,14200.0,568.0,1,1,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-06,25.2,3024.0,1,1,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-07,17.421999999999997,2349.0,2,2,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-08,35.8,1216.0,2,2,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-09,29.5,3540.0,1,1,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-10,34.1,2250.0,2,2,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2025-12,13.1,524.0,1,1,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-01,40944.6,6246.0,2,2,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-02,28700.0,1148.0,1,1,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0009,2026-03,18300.0,5928.0,2,2,Govt. Middle School Bakshi,Patiala,Samana,433,Upper Primary,Punjabi
SCH0010,2025-04,12.992,2860.0,2,2,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-06,1.6720000000000002,5904.0,2,2,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-07,69300.682,5971.0,5,4,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-08,1.158,5211.0,1,1,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-09,97.6,6918.0,3,3,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2025-10,0.0,0.0,1,1,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2026-01,0.0,6168.0,2,1,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0010,2026-02,57.2,5148.0,1,1,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi
SCH0011,2025-05,51713.574,5056.0,4,4,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-06,50.8,1524.0,1,1,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-07,79.6,2937.0,2,2,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-08,0.408,1836.0,1,1,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-11,85900.468,11439.0,3,3,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2025-12,55400.0,6648.0,1,1,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2026-01,1.408,13290.0,3,3,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0011,2026-02,0.5,3000.0,1,1,Govt. Senior Secondary School Munshi,Patiala,Samana,422,Higher Secondary,Punjabi
SCH0012,2025-04,47.456,6876.0,2,2,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-05,0.522,2349.0,1,1,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-06,1.04,10425.0,2,2,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-07,56.112,9600.0,4,4,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-08,0.532,2394.0,1,1,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-10,43.1,2469.0,2,1,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2025-11,51853.518000000004,13722.0,3,3,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-01,33.3,1863.0,2,2,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-02,0.0,1610.0,1,1,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0012,2026-03,62.134,6997.0,4,4,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi
SCH0013,2025-04,0.49,2160.0,3,3,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-05,17828.624,10619.0,4,4,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-06,97.9,8811.0,2,2,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-07,0.0,6204.0,2,2,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-08,39214.6,2490.0,2,2,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-09,37500.0,1125.0,1,1,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-10,31.426,9969.0,3,3,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-11,40301.32,7072.0,4,4,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2025-12,76.69999999999999,2699.0,2,2,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2026-02,23100.0,924.0,1,1,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0013,2026-03,18781.4,9233.0,4,3,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi
SCH0014,2025-04,0.782,3519.0,1,1,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-05,32.3,3084.0,2,2,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-06,1.07,1998.0,2,2,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-08,30.4,5068.0,2,2,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-10,0.0,4311.0,2,2,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-11,0.0,5157.0,1,1,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2025-12,12.4,1116.0,1,1,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2026-01,93244.0,13352.0,3,3,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2026-02,0.648,1296.0,1,1,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0014,2026-03,10201.5,8892.0,3,2,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi
SCH0015,2025-05,0.0,5277.0,2,2,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2025-07,0.0,13524.0,3,3,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2025-08,51900.0,0.0,1,1,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2025-09,1.06,9957.0,3,2,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2025-10,37435.9,4727.0,2,2,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2025-11,0.0,732.0,1,1,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2025-12,61.5,4220.0,2,2,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2026-01,0.562,3372.0,1,1,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0015,2026-02,0.0,0.0,1,1,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi
SCH0016,2025-04,44600.582,12431.0,4,3,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2025-05,0.0,0.0,1,1,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2025-06,0.542,3252.0,1,1,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2025-07,49.892,4617.0,3,3,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2025-08,24.8,2232.0,1,1,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2025-10,25.6,2304.0,1,1,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2025-12,59.682,8517.0,2,2,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2026-01,53.9,11496.0,5,5,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0016,2026-03,32637.6,3766.0,3,3,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi
SCH0017,2025-04,64.532,5973.0,3,3,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2025-05,46300.0,9867.0,3,2,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2025-07,1.186,8838.0,2,2,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2025-09,1.3,9918.0,3,3,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2025-10,13.0,2034.0,2,2,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2025-11,23.4,2808.0,1,1,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2025-12,25300.0,3036.0,1,1,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2026-02,35600.384,6800.0,3,3,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0017,2026-03,0.0,1392.0,1,1,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi
SCH0018,2025-05,1.062,6372.0,1,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-07,1.03,2060.0,1,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-08,34.3,1029.0,1,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-09,104100.0,6711.0,3,3,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-10,0.464,928.0,1,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2025-11,53237.9,8079.0,3,3,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2026-01,0.514,771.0,1,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2026-02,0.0,1149.0,1,1,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0018,2026-03,67.408,9558.0,3,3,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English
SCH0019,2025-07,48238.3,1149.0,2,2,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2025-08,45.32,9906.0,2,2,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2025-11,89029.864,12717.0,4,3,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2025-12,32801.176,6604.0,2,2,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2026-01,58400.0,7008.0,1,1,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2026-02,76300.0,8376.0,2,2,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0019,2026-03,144400.0,5372.0,3,3,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi
SCH0020,2025-04,44400.0,1776.0,1,1,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-05,17318.3,1241.0,3,3,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-06,43213.5,2511.0,2,1,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-07,52.9,2116.0,1,1,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-08,0.0,10431.0,2,2,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-09,43.8,1752.0,1,1,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-11,52.7,1581.0,1,1,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2025-12,24.276,3456.0,2,2,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2026-01,45.967999999999996,8085.0,2,2,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0020,2026-02,31100.0,9855.0,2,2,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English
SCH0021,2025-04,102.9,5016.0,3,3,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-05,37500.0,4500.0,1,1,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-06,1.38,6210.0,2,2,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-07,0.95,4977.0,2,2,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-08,17700.986,4204.0,3,2,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-10,37026.7,4131.0,2,2,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-11,0.0,3648.0,1,1,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2025-12,33.0,2970.0,1,1,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0021,2026-01,0.0,6024.0,1,1,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi
SCH0022,2025-04,0.0,3195.0,1,1,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2025-05,161901.886,20277.0,7,6,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2025-07,105000.0,10206.0,3,3,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2025-09,0.768,5909.0,3,2,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2025-10,72153.7,3072.0,3,3,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2025-11,20.6,618.0,1,1,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2025-12,0.3,1431.0,2,2,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2026-01,0.0,12996.0,2,2,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2026-02,0.434,2604.0,1,1,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0022,2026-03,0.8220000000000001,3699.0,1,1,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi
SCH0023,2025-04,0.0,3852.0,1,1,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
SCH0023,2025-05,56000.0,3527.0,2,1,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
SCH0023,2025-07,0.836,2052.0,2,2,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
SCH0023,2025-08,42.2,7392.0,3,3,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
SCH0023,2025-09,23.5,3992.0,2,2,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
SCH0023,2025-10,1.144,4464.0,2,2,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi
